GeneID,Cluster,entrez,symbol,chr,start,end,strand,biotype,description
ENSG00000140807,cluster4,85407,NKD1,16,50548396,50649249,1,protein_coding,NKD inhibitor of WNT signaling pathway 1
ENSG00000124762,cluster4,1026,CDKN1A,6,36676460,36687337,1,protein_coding,cyclin dependent kinase inhibitor 1A
ENSG00000171388,cluster4,8862,APLN,X,129645259,129654956,-1,protein_coding,apelin
ENSG00000140511,cluster4,145864,HAPLN3,15,88877294,88895597,-1,protein_coding,hyaluronan and proteoglycan link protein 3
ENSG00000180537,cluster4,221687,RNF182,6,13924446,13980310,1,protein_coding,ring finger protein 182
ENSG00000103316,cluster4,1428,CRYM,16,21238874,21303083,-1,protein_coding,crystallin mu
ENSG00000105419,cluster4,56917,MEIS3,19,47403124,47419527,-1,protein_coding,Meis homeobox 3
ENSG00000171533,cluster4,4135,MAP6,11,75586918,75669038,-1,protein_coding,microtubule associated protein 6
ENSG00000012171,cluster4,7869,SEMA3B,3,50267558,50277546,1,protein_coding,semaphorin 3B
ENSG00000179546,cluster4,3352,HTR1D,1,23191895,23217502,-1,protein_coding,5-hydroxytryptamine receptor 1D
ENSG00000146197,cluster4,222663,SCUBE3,6,35213956,35253079,1,protein_coding,"signal peptide, CUB domain and EGF like domain containing 3"
ENSG00000105963,cluster4,11033,ADAP1,7,897900,955407,-1,protein_coding,ArfGAP with dual PH domains 1
ENSG00000144331,cluster4,151126,ZNF385B,2,179441982,179861612,-1,protein_coding,zinc finger protein 385B
ENSG00000108852,cluster4,4355,MPP2,17,43875357,43909711,-1,protein_coding,MAGUK p55 scaffold protein 2
ENSG00000184060,cluster4,55803,ADAP2,17,30906344,30959322,1,protein_coding,ArfGAP with dual PH domains 2
ENSG00000101098,cluster4,140730,RIMS4,20,44751808,44810546,-1,protein_coding,regulating synaptic membrane exocytosis 4
ENSG00000067840,cluster4,57595,PDZD4,X,153802166,153830565,-1,protein_coding,PDZ domain containing 4
ENSG00000100167,cluster4,55964,SEPTIN3,22,41969443,41998221,1,protein_coding,septin 3
ENSG00000178038,cluster4,259173,ALS2CL,3,46668995,46693704,-1,protein_coding,ALS2 C-terminal like
ENSG00000142279,cluster4,126374,WTIP,19,34481758,34512304,1,protein_coding,WT1 interacting protein
ENSG00000128268,cluster4,4248,MGAT3,22,39457012,39492194,1,protein_coding,"beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase"
ENSG00000165617,cluster4,51339,DACT1,14,58633967,58648321,1,protein_coding,dishevelled binding antagonist of beta catenin 1
ENSG00000120833,cluster4,8835,SOCS2,12,93569814,93583487,1,protein_coding,suppressor of cytokine signaling 2
ENSG00000232653,cluster4,643699,GOLGA8N,15,32593456,32607310,1,protein_coding,golgin A8 family member N
ENSG00000091592,cluster5,22861,NLRP1,17,5499415,5619424,-1,protein_coding,NLR family pyrin domain containing 1
ENSG00000174469,cluster5,26047,CNTNAP2,7,146116002,148420998,1,protein_coding,contactin associated protein 2
ENSG00000127252,cluster5,57110,PLAAT1,3,193241128,193277738,1,protein_coding,phospholipase A and acyltransferase 1
ENSG00000145832,cluster5,153328,SLC25A48,5,135476913,135889770,1,protein_coding,solute carrier family 25 member 48
ENSG00000078081,cluster5,27074,LAMP3,3,183122215,183163839,-1,protein_coding,lysosomal associated membrane protein 3
ENSG00000169891,cluster5,9185,REPS2,X,16946658,17153272,1,protein_coding,RALBP1 associated Eps domain containing 2
ENSG00000135917,cluster5,80704,SLC19A3,2,227683763,227718028,-1,protein_coding,solute carrier family 19 member 3
ENSG00000110427,cluster5,25758,KIAA1549L,11,33376108,33674102,1,protein_coding,KIAA1549 like
ENSG00000180828,cluster5,27319,BHLHE22,8,64580365,64583627,1,protein_coding,basic helix-loop-helix family member e22
ENSG00000178115,cluster5,727909,GOLGA8Q,15,30552050,30565684,1,protein_coding,golgin A8 family member Q
ENSG00000178115,cluster5,728047,GOLGA8Q,15,30552050,30565684,1,protein_coding,golgin A8 family member Q
ENSG00000185666,cluster5,8224,SYN3,22,32507820,33058381,-1,protein_coding,synapsin III
ENSG00000048540,cluster5,55885,LMO3,12,16548372,16610594,-1,protein_coding,LIM domain only 3
ENSG00000138496,cluster5,83666,PARP9,3,122527924,122564577,-1,protein_coding,poly(ADP-ribose) polymerase family member 9
ENSG00000172554,cluster5,54221,SNTG2,2,950849,1367613,1,protein_coding,syntrophin gamma 2
ENSG00000145335,cluster5,6622,SNCA,4,89700345,89838315,-1,protein_coding,synuclein alpha
ENSG00000171729,cluster5,55092,TMEM51,1,15152532,15220478,1,protein_coding,transmembrane protein 51
ENSG00000176658,cluster5,4642,MYO1D,17,32492522,32877177,-1,protein_coding,myosin ID
ENSG00000163053,cluster5,151473,SLC16A14,2,230034982,230068993,-1,protein_coding,solute carrier family 16 member 14
ENSG00000213853,cluster5,2013,EMP2,16,10528422,10580632,-1,protein_coding,epithelial membrane protein 2
ENSG00000006042,cluster5,26022,TMEM98,17,32927910,32945106,1,protein_coding,transmembrane protein 98
ENSG00000134954,cluster5,2113,ETS1,11,128458761,128587558,-1,protein_coding,"ETS proto-oncogene 1, transcription factor"
ENSG00000150347,cluster5,84159,ARID5B,10,61901684,62096944,1,protein_coding,AT-rich interaction domain 5B
ENSG00000112769,cluster5,3910,LAMA4,6,112107931,112254939,-1,protein_coding,laminin subunit alpha 4
ENSG00000178573,cluster5,4094,MAF,16,79585843,79600737,-1,protein_coding,MAF bZIP transcription factor
ENSG00000239697,cluster5,8742,TNFSF12,17,7548508,7557890,1,protein_coding,TNF superfamily member 12
ENSG00000162433,cluster5,205,AK4,1,65147549,65232145,1,protein_coding,adenylate kinase 4
ENSG00000189067,cluster5,9516,LITAF,16,11547722,11636381,-1,protein_coding,lipopolysaccharide induced TNF factor
ENSG00000241484,cluster5,23779,ARHGAP8,22,44752558,44862788,1,protein_coding,Rho GTPase activating protein 8
ENSG00000149548,cluster5,80071,CCDC15,11,124954121,125041489,1,protein_coding,coiled-coil domain containing 15
ENSG00000154188,cluster5,284,ANGPT1,8,107249482,107498055,-1,protein_coding,angiopoietin 1
ENSG00000165495,cluster5,63876,PKNOX2,11,125164687,125433389,1,protein_coding,PBX/knotted 1 homeobox 2
ENSG00000103460,cluster5,27324,TOX3,16,52436417,52547802,-1,protein_coding,TOX high mobility group box family member 3
ENSG00000154134,cluster5,64221,ROBO3,11,124865432,124881471,1,protein_coding,roundabout guidance receptor 3
ENSG00000099250,cluster5,8829,NRP1,10,33177492,33336262,-1,protein_coding,neuropilin 1
ENSG00000175643,cluster5,116028,RMI2,16,11249619,11381662,1,protein_coding,RecQ mediated genome instability 2
ENSG00000180287,cluster5,200150,PLD5,1,242082986,242524697,-1,protein_coding,phospholipase D family member 5
ENSG00000186153,cluster5,51741,WWOX,16,78099400,79212667,1,protein_coding,WW domain containing oxidoreductase
ENSG00000100505,cluster5,114088,TRIM9,14,50975262,51096061,-1,protein_coding,tripartite motif containing 9
ENSG00000183248,cluster5,80164,PRR36,19,7868719,7874390,-1,protein_coding,proline rich 36
ENSG00000163827,cluster5,79442,LRRC2,3,46515385,46606948,-1,protein_coding,leucine rich repeat containing 2
ENSG00000168824,cluster5,27065,NSG1,4,4348140,4419058,1,protein_coding,neuronal vesicle trafficking associated 1
ENSG00000066468,cluster5,2263,FGFR2,10,121478332,121598458,-1,protein_coding,fibroblast growth factor receptor 2
ENSG00000198597,cluster5,9745,ZNF536,19,30224891,30713586,1,protein_coding,zinc finger protein 536
ENSG00000101298,cluster5,9751,SNPH,20,1266280,1309328,1,protein_coding,syntaphilin
ENSG00000154118,cluster5,57338,JPH3,16,87601835,87698156,1,protein_coding,junctophilin 3
ENSG00000168702,cluster5,53353,LRP1B,2,140231423,142131016,-1,protein_coding,LDL receptor related protein 1B
ENSG00000196482,cluster5,2104,ESRRG,1,216503246,217137755,-1,protein_coding,estrogen related receptor gamma
ENSG00000160801,cluster5,5745,PTH1R,3,46877721,46903799,1,protein_coding,parathyroid hormone 1 receptor
ENSG00000128394,cluster5,200316,APOBEC3F,22,39040604,39055972,1,protein_coding,apolipoprotein B mRNA editing enzyme catalytic subunit 3F
ENSG00000141576,cluster5,114804,RNF157,17,76142465,76240493,-1,protein_coding,ring finger protein 157
ENSG00000249931,cluster5,653125,GOLGA8K,15,32389599,32403292,-1,protein_coding,golgin A8 family member K
ENSG00000055732,cluster5,55283,MCOLN3,1,85018082,85048500,-1,protein_coding,mucolipin TRP cation channel 3
ENSG00000276644,cluster5,1602,DACH1,13,71437966,71867204,-1,protein_coding,dachshund family transcription factor 1
ENSG00000111331,cluster5,4940,OAS3,12,112938051,112976460,1,protein_coding,2'-5'-oligoadenylate synthetase 3
ENSG00000107957,cluster5,9644,SH3PXD2A,10,103594027,103855584,-1,protein_coding,SH3 and PX domains 2A
ENSG00000168528,cluster5,347735,SERINC2,1,31409565,31434680,1,protein_coding,serine incorporator 2
ENSG00000204128,cluster5,257407,C2orf72,2,231037523,231049719,1,protein_coding,chromosome 2 open reading frame 72
ENSG00000084764,cluster5,22924,MAPRE3,2,26970637,27027219,1,protein_coding,microtubule associated protein RP/EB family member 3
ENSG00000197943,cluster5,5336,PLCG2,16,81779279,81962685,1,protein_coding,phospholipase C gamma 2
ENSG00000104154,cluster5,7782,SLC30A4,15,45479606,45522755,-1,protein_coding,solute carrier family 30 member 4
ENSG00000100234,cluster5,7078,TIMP3,22,32801705,32863041,1,protein_coding,TIMP metallopeptidase inhibitor 3
ENSG00000163683,cluster5,201895,SMIM14,4,39546336,39638902,-1,protein_coding,small integral membrane protein 14
ENSG00000166825,cluster5,290,ANPEP,15,89784895,89815401,-1,protein_coding,"alanyl aminopeptidase, membrane"
ENSG00000177508,cluster5,79191,IRX3,16,54283304,54286787,-1,protein_coding,iroquois homeobox 3
ENSG00000106665,cluster5,7461,CLIP2,7,74289407,74405935,1,protein_coding,CAP-Gly domain containing linker protein 2
ENSG00000162512,cluster5,9672,SDC3,1,30869466,30908758,-1,protein_coding,syndecan 3
ENSG00000065534,cluster5,4638,MYLK,3,123610049,123884332,-1,protein_coding,myosin light chain kinase
ENSG00000087076,cluster5,51171,HSD17B14,19,48813018,48836510,-1,protein_coding,hydroxysteroid 17-beta dehydrogenase 14
ENSG00000188338,cluster5,10991,SLC38A3,3,50205246,50221486,1,protein_coding,solute carrier family 38 member 3
ENSG00000119862,cluster5,29094,LGALSL,2,64453969,64461381,1,protein_coding,galectin like
ENSG00000197587,cluster5,127343,DMBX1,1,46489836,46516216,1,protein_coding,diencephalon/mesencephalon homeobox 1
ENSG00000050405,cluster5,51474,LIMA1,12,50175788,50283520,-1,protein_coding,LIM domain and actin binding 1
ENSG00000083067,cluster5,80036,TRPM3,9,70529060,71446904,-1,protein_coding,transient receptor potential cation channel subfamily M member 3
ENSG00000205213,cluster5,55366,LGR4,11,27365961,27472790,-1,protein_coding,leucine rich repeat containing G protein-coupled receptor 4
ENSG00000128610,cluster5,389549,FEZF1,7,122301303,122310691,-1,protein_coding,FEZ family zinc finger 1
ENSG00000169758,cluster5,123591,TMEM266,15,76059958,76229121,1,protein_coding,transmembrane protein 266
ENSG00000169031,cluster5,1285,COL4A3,2,227164624,227314792,1,protein_coding,collagen type IV alpha 3 chain
ENSG00000037280,cluster5,2324,FLT4,5,180601506,180649624,-1,protein_coding,fms related receptor tyrosine kinase 4
ENSG00000184788,cluster5,340562,SATL1,X,85092284,85243911,-1,protein_coding,spermidine/spermine N1-acetyl transferase like 1
ENSG00000182389,cluster5,785,CACNB4,2,151832771,152099167,-1,protein_coding,calcium voltage-gated channel auxiliary subunit beta 4
ENSG00000117115,cluster5,11240,PADI2,1,17066761,17119451,-1,protein_coding,peptidyl arginine deiminase 2
ENSG00000115414,cluster5,2335,FN1,2,215360440,215436073,-1,protein_coding,fibronectin 1
ENSG00000128872,cluster5,29767,TMOD2,15,51751597,51816363,1,protein_coding,tropomodulin 2
ENSG00000157613,cluster5,90993,CREB3L1,11,46277662,46321409,1,protein_coding,cAMP responsive element binding protein 3 like 1
ENSG00000283378,cluster5,100289279,CNTNAP3C,9,61330717,61453030,1,protein_coding,contactin associated protein family member 3C
ENSG00000272636,cluster5,8447,DOC2B,17,142789,181650,-1,protein_coding,double C2 domain beta
ENSG00000151136,cluster5,121551,ABTB3,12,107318421,107659642,1,protein_coding,ankyrin repeat and BTB domain containing 3
ENSG00000139219,cluster5,1280,COL2A1,12,47972967,48004554,-1,protein_coding,collagen type II alpha 1 chain
ENSG00000119943,cluster5,84795,PYROXD2,10,98383565,98415182,-1,protein_coding,pyridine nucleotide-disulphide oxidoreductase domain 2
ENSG00000162415,cluster5,57643,ZSWIM5,1,45016399,45306209,-1,protein_coding,zinc finger SWIM-type containing 5
ENSG00000147256,cluster5,158763,ARHGAP36,X,131058346,131089885,1,protein_coding,Rho GTPase activating protein 36
ENSG00000150672,cluster5,1740,DLG2,11,83455012,85628335,-1,protein_coding,discs large MAGUK scaffold protein 2
ENSG00000079257,cluster5,56925,LXN,3,158645822,158672648,-1,protein_coding,latexin
ENSG00000078596,cluster5,9452,ITM2A,X,79360384,79367667,-1,protein_coding,integral membrane protein 2A
ENSG00000107099,cluster5,81704,DOCK8,9,214854,465259,1,protein_coding,dedicator of cytokinesis 8
ENSG00000134369,cluster5,89796,NAV1,1,201539127,201826969,1,protein_coding,neuron navigator 1
ENSG00000163694,cluster5,54502,RBM47,4,40423267,40630875,-1,protein_coding,RNA binding motif protein 47
ENSG00000134121,cluster5,10752,CHL1,3,196763,409417,1,protein_coding,cell adhesion molecule L1 like
ENSG00000203883,cluster5,54345,SOX18,20,64047582,64049639,-1,protein_coding,SRY-box transcription factor 18
ENSG00000105699,cluster5,51599,LSR,19,35248330,35267964,1,protein_coding,lipolysis stimulated lipoprotein receptor
ENSG00000151572,cluster5,121601,ANO4,12,100717526,101128641,1,protein_coding,anoctamin 4
ENSG00000161249,cluster5,93099,DMKN,19,35497220,35513658,-1,protein_coding,dermokine
ENSG00000186340,cluster5,7058,THBS2,6,169215780,169254050,-1,protein_coding,thrombospondin 2
ENSG00000176399,cluster5,63951,DMRTA1,9,22446824,22455740,1,protein_coding,DMRT like family A1
ENSG00000006071,cluster5,6833,ABCC8,11,17392498,17476894,-1,protein_coding,ATP binding cassette subfamily C member 8
ENSG00000022556,cluster6,55655,NLRP2,19,54953130,55001142,1,protein_coding,NLR family pyrin domain containing 2
ENSG00000171649,cluster6,284307,ZIK1,19,57578456,57593890,1,protein_coding,zinc finger protein interacting with K protein 1
ENSG00000228836,cluster6,441521,CT45A5,X,135775852,135785503,-1,protein_coding,cancer/testis antigen family 45 member A5
ENSG00000100867,cluster6,10202,DHRS2,14,23630115,23645639,1,protein_coding,dehydrogenase/reductase 2
ENSG00000184697,cluster6,9074,CLDN6,16,3014712,3020071,-1,protein_coding,claudin 6
ENSG00000162981,cluster6,151354,LRATD1,2,14632700,14650814,1,protein_coding,LRAT domain containing 1
ENSG00000197774,cluster6,197342,EME2,16,1772810,1781708,1,protein_coding,essential meiotic structure-specific endonuclease subunit 2
ENSG00000224109,cluster6,347549,CENPVL3,X,51617020,51618912,-1,protein_coding,centromere protein V like 3
ENSG00000108511,cluster6,3216,HOXB6,17,48595751,48604992,-1,protein_coding,homeobox B6
ENSG00000177519,cluster6,56475,RPRM,2,153477338,153478762,-1,protein_coding,"reprimo, TP53 dependent G2 arrest mediator homolog"
ENSG00000000005,cluster6,64102,TNMD,X,100584936,100599885,1,protein_coding,tenomodulin
ENSG00000140465,cluster6,1543,CYP1A1,15,74719542,74725536,-1,protein_coding,cytochrome P450 family 1 subfamily A member 1
ENSG00000038427,cluster6,1462,VCAN,5,83471618,83582303,1,protein_coding,versican
ENSG00000138741,cluster6,7222,TRPC3,4,121874481,121952060,-1,protein_coding,transient receptor potential cation channel subfamily C member 3
ENSG00000047457,cluster6,1356,CP,3,149162410,149221829,-1,protein_coding,ceruloplasmin
ENSG00000118257,cluster6,8828,NRP2,2,205681990,205798133,1,protein_coding,neuropilin 2
ENSG00000144824,cluster6,90102,PHLDB2,3,111732497,111976517,1,protein_coding,pleckstrin homology like domain family B member 2
ENSG00000203805,cluster6,196051,PLPP4,10,120457227,120592065,1,protein_coding,phospholipid phosphatase 4
ENSG00000140470,cluster6,170691,ADAMTS17,15,99971437,100342005,-1,protein_coding,ADAM metallopeptidase with thrombospondin type 1 motif 17
ENSG00000183971,cluster6,283869,NPW,16,2009926,2020755,1,protein_coding,neuropeptide W
ENSG00000104856,cluster6,5971,RELB,19,45001461,45038192,1,protein_coding,"RELB proto-oncogene, NF-kB subunit"
ENSG00000153071,cluster6,1601,DAB2,5,39371675,39462300,-1,protein_coding,DAB adaptor protein 2
ENSG00000155093,cluster6,5799,PTPRN2,7,157539056,158587823,-1,protein_coding,protein tyrosine phosphatase receptor type N2
ENSG00000177706,cluster6,56975,FAM20C,7,192571,260772,1,protein_coding,FAM20C golgi associated secretory pathway kinase
ENSG00000178163,cluster6,85460,ZNF518B,4,10439880,10457426,-1,protein_coding,zinc finger protein 518B
ENSG00000111783,cluster6,5992,RFX4,12,106583004,106762803,1,protein_coding,regulatory factor X4
ENSG00000167333,cluster6,55128,TRIM68,11,4598672,4608231,-1,protein_coding,tripartite motif containing 68
ENSG00000124225,cluster6,56937,PMEPA1,20,57648392,57711536,-1,protein_coding,"prostate transmembrane protein, androgen induced 1"
ENSG00000119771,cluster6,114818,KLHL29,2,23385179,23708611,1,protein_coding,kelch like family member 29
ENSG00000277586,cluster6,4747,NEFL,8,24950955,24956721,-1,protein_coding,neurofilament light chain
ENSG00000172985,cluster6,344558,SH3RF3,2,109129205,109504634,1,protein_coding,SH3 domain containing ring finger 3
ENSG00000001561,cluster6,22875,ENPP4,6,46129989,46146688,1,protein_coding,ectonucleotide pyrophosphatase/phosphodiesterase 4
ENSG00000134531,cluster6,2012,EMP1,12,13196723,13219941,1,protein_coding,epithelial membrane protein 1
ENSG00000177570,cluster6,401474,SAMD12,8,118189455,118622112,-1,protein_coding,sterile alpha motif domain containing 12
ENSG00000163898,cluster6,200879,LIPH,3,185506262,185552588,-1,protein_coding,lipase H
ENSG00000164236,cluster6,651746,ANKRD33B,5,10564070,10657816,1,protein_coding,ankyrin repeat domain 33B
ENSG00000165757,cluster6,57608,JCAD,10,30012803,30115494,-1,protein_coding,junctional cadherin 5 associated
ENSG00000156804,cluster6,114907,FBXO32,8,123497889,123541206,-1,protein_coding,F-box protein 32
ENSG00000042493,cluster6,822,CAPG,2,85394753,85418432,-1,protein_coding,"capping actin protein, gelsolin like"
ENSG00000182459,cluster6,400629,TEX19,17,82359247,82363775,1,protein_coding,testis expressed 19
ENSG00000109113,cluster6,83871,RAB34,17,28714281,28718429,-1,protein_coding,"RAB34, member RAS oncogene family"
ENSG00000126895,cluster6,554,AVPR2,X,153902531,153907166,1,protein_coding,arginine vasopressin receptor 2
ENSG00000212747,cluster6,441518,RTL8B,X,135020513,135022542,-1,protein_coding,retrotransposon Gag like 8B
ENSG00000163565,cluster6,3428,IFI16,1,158999968,159055155,1,protein_coding,interferon gamma inducible protein 16
ENSG00000153823,cluster6,55022,PID1,2,228850526,229271287,-1,protein_coding,phosphotyrosine interaction domain containing 1
ENSG00000198046,cluster6,63934,ZNF667,19,56439325,56478065,-1,protein_coding,zinc finger protein 667
ENSG00000144057,cluster6,84620,ST6GAL2,2,106801600,106887108,-1,protein_coding,"ST6 beta-galactoside alpha-2,6-sialyltransferase 2"
ENSG00000143858,cluster6,127833,SYT2,1,202590596,202710454,-1,protein_coding,synaptotagmin 2
ENSG00000162344,cluster6,9965,FGF19,11,69698238,69704022,-1,protein_coding,fibroblast growth factor 19
ENSG00000147676,cluster6,114569,MAL2,8,119165034,119245673,1,protein_coding,"mal, T cell differentiation protein 2"
ENSG00000173210,cluster6,22885,ABLIM3,5,149141483,149260542,1,protein_coding,actin binding LIM protein family member 3
ENSG00000276547,cluster6,56101,PCDHGB5,5,141397947,141512975,1,protein_coding,"protocadherin gamma subfamily B, 5"
ENSG00000156925,cluster6,7547,ZIC3,X,137566127,137577691,1,protein_coding,Zic family member 3
ENSG00000180447,cluster6,2619,GAS1,9,86944362,86947506,-1,protein_coding,growth arrest specific 1
ENSG00000113389,cluster6,4883,NPR3,5,32689070,32791724,1,protein_coding,natriuretic peptide receptor 3
ENSG00000121966,cluster6,7852,CXCR4,2,136114349,136119177,-1,protein_coding,C-X-C motif chemokine receptor 4
ENSG00000169427,cluster6,51305,KCNK9,8,139600838,139704109,-1,protein_coding,potassium two pore domain channel subfamily K member 9
ENSG00000164695,cluster6,92421,CHMP4C,8,81732448,81759515,1,protein_coding,charged multivesicular body protein 4C
ENSG00000151650,cluster6,27287,VENTX,10,133237855,133241928,1,protein_coding,VENT homeobox
ENSG00000119508,cluster6,8013,NR4A3,9,99821855,99866891,1,protein_coding,nuclear receptor subfamily 4 group A member 3
ENSG00000081479,cluster6,4036,LRP2,2,169127109,169362534,-1,protein_coding,LDL receptor related protein 2
ENSG00000168542,cluster6,1281,COL3A1,2,188974373,189012746,1,protein_coding,collagen type III alpha 1 chain
ENSG00000179673,cluster6,388394,RPRML,17,46978156,46979253,-1,protein_coding,reprimo like
ENSG00000136546,cluster6,6332,SCN7A,2,166403573,166611482,-1,protein_coding,sodium voltage-gated channel alpha subunit 7
ENSG00000179761,cluster6,51268,PIPOX,17,28950513,29057216,1,protein_coding,pipecolic acid and sarcosine oxidase
ENSG00000011201,cluster6,3730,ANOS1,X,8528874,8732137,-1,protein_coding,anosmin 1
ENSG00000132688,cluster6,10763,NES,1,156668763,156677407,-1,protein_coding,nestin
ENSG00000110092,cluster6,595,CCND1,11,69641156,69654474,1,protein_coding,cyclin D1
ENSG00000075388,cluster6,2249,FGF4,11,69771022,69775341,-1,protein_coding,fibroblast growth factor 4
ENSG00000114200,cluster6,590,BCHE,3,165772904,165837462,-1,protein_coding,butyrylcholinesterase
ENSG00000198121,cluster6,1902,LPAR1,9,110873263,111038470,-1,protein_coding,lysophosphatidic acid receptor 1
ENSG00000185565,cluster6,4045,LSAMP,3,115802363,117139389,-1,protein_coding,limbic system associated membrane protein
ENSG00000128805,cluster6,58504,ARHGAP22,10,48446036,48656265,-1,protein_coding,Rho GTPase activating protein 22
ENSG00000167157,cluster6,51450,PRRX2,9,129665647,129722674,1,protein_coding,paired related homeobox 2
ENSG00000095587,cluster6,7093,TLL2,10,96364608,96513926,-1,protein_coding,tolloid like 2
ENSG00000248905,cluster6,342184,FMN1,15,32765544,33194714,-1,protein_coding,formin 1
ENSG00000155849,cluster6,9844,ELMO1,7,36852906,37449223,-1,protein_coding,engulfment and cell motility 1
ENSG00000170166,cluster6,3233,HOXD4,2,176151550,176153226,1,protein_coding,homeobox D4
ENSG00000021645,cluster6,9369,NRXN3,14,78170373,79868291,1,protein_coding,neurexin 3
ENSG00000187479,cluster6,387763,C11orf96,11,43942637,43943878,1,protein_coding,chromosome 11 open reading frame 96
ENSG00000089820,cluster6,393,ARHGAP4,X,153907367,153934999,-1,protein_coding,Rho GTPase activating protein 4
ENSG00000244405,cluster6,2119,ETV5,3,186046314,186110318,-1,protein_coding,ETS variant transcription factor 5
ENSG00000106034,cluster6,79974,CPED1,7,120988697,121297442,1,protein_coding,cadherin like and PC-esterase domain containing 1
ENSG00000196415,cluster6,5657,PRTN3,19,840999,848175,1,protein_coding,proteinase 3
